Name;Currency;Type;Sub Type;Market;Isin Code;Industry;Supersector;Sector;Subsector;Average Training Hours Per Employee;Number Of Female Board Members;Number Of Board Members;Market Cap In Usd;Carbon Footprint (Total Ghg Emissions / Enterprise Value)_In_Usd;Share Of Women In Total Workforce In %;Share Of Women In Management Bodies In %;Gender Pay Gap In %;Rate Of Employees With Disabilities In %;Board Gender Diversity (Female Board Members / Total Board Members) In %;Total Energy Consumption In Mwh;Rate Of Resignation In %;Component;Isin;Ticker;Trading Location;Issuer Country;Turnover;Turnover In Eur;Volume;Roa;Roe;Roic;Ccy;Index;Component;Ticker
TELEPERFORMANCE;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000051807;50, Industrials;5020, Industrial Goods and Services;502050, Industrial Support Services;50205020, Professional Business Support Services;;7.0;16.0;5892490000.0;25.5623;;;;;0.438;317975.0;;Teleperformance Se;FR0000051807;TEP;Euronext Paris;France;23447528.96;23447528.96;259955.0;6.3;15.2;10.5;EUR;CAC_40;TELEPERFORMANCE SE;TEP
THALES;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000121329;50, Industrials;5020, Industrial Goods and Services;502010, Aerospace and Defense;50201020, Defense;;;;34986860000.0;;;;;;;;;Thales;FR0000121329;HO;Euronext Paris;France;40615927.4;40615927.4;256651.0;2.7;12.9;10.0;EUR;CAC_40;THALES;HO
TOTALENERGIES;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000120271;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101000, Integrated Oil and Gas;48.64;6.0;14.0;171981100000.0;1880.7629;0.363;0.275;;0.06;0.429;167000000.0;0.091;Totalenergies Se;FR0000120271;TTE;Euronext Paris;France;219069789.68;219069789.68;3452878.0;5.8;7.8;11.6;EUR;CAC_40;TOTALENERGIES SE;TTE
UNIBAIL-RODAMCO-WESTFIELD;EUR;Stock;Ordinary Shares;Euronext Paris;FR0013326246;35, Real Estate;3510, Real Estate;351020, Real Estate Investment Trusts;35102045, Retail REITs;19.0;6.0;10.0;11050960000.0;80.6352;0.542;0.167;0.043;0.008;0.6;592834.0;0.094;Unibail-Rodamco-We;FR0013326246;URW;Euronext Paris;France;24218467.7;24218467.7;324959.0;1.7;8.1;2.8;EUR;CAC_40;UNIBAIL-RODAMCO-WE;URW
VEOLIA ENVIRON.;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000124141;65, Utilities;6510, Utilities;651020, Gas, Water and Multi-utilities;65102030, Water;26.0;7.0;13.0;22199290000.0;1396.880613;0.223;0.222;;0.024;0.538;122000000.0;0.086;Veolia Environnement Sa;FR0000124141;VIE;Euronext Paris;France;48897763.4;48897763.4;1620647.0;2.4;2.0;6.2;EUR;CAC_40;VEOLIA ENVIRONNEMENT SA;VIE
VINCI;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000125486;50, Industrials;5010, Construction and Materials;501010, Construction and Materials;50101010, Construction;21.5;6.0;14.0;71348670000.0;468.4781;0.168;0.195;;0.018;0.429;10686843.0;0.104;Vinci Sa;FR0000125486;DG;Euronext Paris;France;104749142.86;104749142.86;880474.0;4.4;16.6;11.3;EUR;CAC_40;VINCI SA;DG
VIVENDI SE;EUR;Stock;Ordinary Shares;Euronext Paris;FR0000127771;40, Consumer Discretionary;4030, Media;403010, Media;40301035, Radio and TV Broadcasters;10.9;7.0;13.0;10878690000.0;10.645216;0.54;0.38;;0.01;0.538;155136.0;0.52;Vivendi Se;FR0000127771;VIV;Euronext Paris;France;24219937.818;24219937.818;2403662.0;1.2;2.8;2.5;EUR;CAC_40;VIVENDI SE;VIV
ABN AMRO BANK N.V.;EUR;Stock;Cooperative Investment Certificate;Euronext Amsterdam;NL0011540547;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;;;8107390000.0;;;;;;;;;Abn Amro Bank N.V.;NL0011540547;ABN;Euronext Amsterdam;Netherlands;54608508.39;54608508.39;3452415.0;0.7;11.5;;EUR;AEX;ABN AMRO BANK N.V.;ABN
ADYEN;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0012969182;50, Industrials;5020, Industrial Goods and Services;502050, Industrial Support Services;50205015, Transaction Processing Services;;2.0;5.0;47949910000.0;1.5515;0.38;0.27;;;0.4;;;Adyen;NL0012969182;ADYEN;Euronext Amsterdam;Netherlands;105391737.8;105391737.8;67100.0;5.0;21.0;20.2;EUR;AEX;ADYEN;ADYEN
AEGON;EUR;Stock;Ordinary Shares;Euronext Amsterdam;BMG0112X1056;30, Financials;3030, Insurance;303010, Life Insurance;30301010, Life Insurance;;4.0;9.0;10854080000.0;1.4017000000000002;0.51;0.38;;;0.444;40744.0;0.1;Aegon;BMG0112X1056;AGN;Euronext Amsterdam;Netherlands;30288814.74;30288814.74;5358599.0;;;;EUR;AEX;AEGON;AGN
KONINKLIJKE AHOLD DELHAIZE N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0011794037;45, Consumer Staples;4520, Personal Care, Drug and Grocery Stores;452010, Personal Care, Drug and Grocery Stores;45201010, Food Retailers and Wholesalers;;4.0;9.0;27406980000.0;0.0;0.52;0.25;;;0.444;6812000.0;;Ahold Del;NL0011794037;AD;Euronext Amsterdam;Netherlands;51052231.64;51052231.64;1842762.0;4.4;12.4;10.1;EUR;AEX;AHOLD DEL;AD
AKZO NOBEL;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0013267909;55, Basic Materials;5520, Chemicals;552010, Chemicals;55201020, Specialty Chemicals;2.5;3.0;8.0;12102770000.0;;0.27;;;;0.375;1644445.76;0.07;Akzo Nobel;NL0013267909;AKZA;Euronext Amsterdam;Netherlands;22301447.72;22301447.72;321731.0;4.5;10.7;10.0;EUR;AEX;AKZO NOBEL;AKZA
ARCELORMITTAL SA;EUR;Stock;Ordinary Shares;Euronext Amsterdam;LU1598757687;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102010, Iron and Steel;;3.0;10.0;21754170000.0;3373.201;;0.157;;;0.3;386666976.0;;Arcelormittal Sa;LU1598757687;MT;Euronext Amsterdam;Luxembourg;44321308.065;44321308.065;1738641.0;2.1;1.8;4.5;EUR;CAC_40;ARCELORMITTAL SA;MT
ARCELORMITTAL SA;EUR;Stock;Ordinary Shares;Euronext Amsterdam;LU1598757687;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102010, Iron and Steel;;3.0;10.0;21754170000.0;3373.201;;0.157;;;0.3;386666976.0;;Arcelormittal Sa;LU1598757687;MT;Euronext Amsterdam;Luxembourg;44321308.065;44321308.065;1738641.0;2.1;1.8;4.5;EUR;CAC_40;ARCELORMITTAL SA;MT
ARCELORMITTAL SA;EUR;Stock;Ordinary Shares;Euronext Amsterdam;LU1598757687;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102010, Iron and Steel;;3.0;10.0;21754170000.0;3373.201;;0.157;;;0.3;386666976.0;;Arcelormittal Sa;LU1598757687;MT;Euronext Amsterdam;Luxembourg;44321308.065;44321308.065;1738641.0;2.1;1.8;4.5;EUR;AEX;ARCELORMITTAL SA;MT
ARCELORMITTAL SA;EUR;Stock;Ordinary Shares;Euronext Amsterdam;LU1598757687;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102010, Iron and Steel;;3.0;10.0;21754170000.0;3373.201;;0.157;;;0.3;386666976.0;;Arcelormittal Sa;LU1598757687;MT.S;Euronext Amsterdam;Luxembourg;44321308.065;44321308.065;1738641.0;2.1;1.8;4.5;EUR;AEX;ARCELORMITTAL SA;MT.S
ASM International N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000334118;10, Technology;1010, Technology;101020, Technology Hardware and Equipment;10102020, Production Technology Equipment;;3.0;6.0;29046220000.0;0.0;0.17;;0.02;;0.5;87370.0;0.062;Asm International;NL0000334118;ASM;Euronext Amsterdam;Netherlands;75407234.7;75407234.7;132724.0;;;;EUR;AEX;ASM INTERNATIONAL;ASM
ASML HOLDING;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0010273215;10, Technology;1010, Technology;101020, Technology Hardware and Equipment;10102020, Production Technology Equipment;60.0;4.0;9.0;358163240000.0;57.618109;0.2;;;;0.444;480278.162;;Asml Holding;NL0010273215;ASML;Euronext Amsterdam;Netherlands;476268374.9;476268374.9;532794.0;14.8;70.4;48.7;EUR;AEX;ASML HOLDING;ASML
ASR NEDERLAND;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0011872643;30, Financials;3030, Insurance;303020, Non-life Insurance;30302010, Full Line Insurance;;;;10297680000.0;;;;;;;;;Asr Nederland;NL0011872643;ASRNL;Euronext Amsterdam;Netherlands;30018025.88;30018025.88;663046.0;2.4;13.5;12.7;EUR;AEX;ASR NEDERLAND;ASRNL
BE Semiconductor Industries N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0012866412;10, Technology;1010, Technology;101020, Technology Hardware and Equipment;10102010, Semiconductors;31.0;2.0;5.0;12042850000.0;1.4017000000000002;0.17;0.17;;;0.4;22000.0;;Be Semiconductor;NL0012866412;BESI;Euronext Amsterdam;Netherlands;74758202.05;74758202.05;526172.0;13.1;33.7;28.3;EUR;AEX;BE SEMICONDUCTOR;BESI
DSM FIRMENICH AG;EUR;Stock;Ordinary Shares;Euronext Amsterdam;CH1216478797;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102020, Food Products;;4.0;12.0;29024820000.0;;0.37;0.333;;;0.333;;0.036;Dsm Firmenich Ag;CH1216478797;DSMR;Euronext Amsterdam;Switzerland;44900125.58;44900125.58;425698.0;;;;EUR;AEX;DSM FIRMENICH AG;DSMR
EXOR;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0012059018;30, Financials;3020, Financial Services;302020, Investment Banking and Brokerage Services;30202000, Diversified Financial Services;;3.0;9.0;24023640000.0;0.030174;0.5;0.5;;;0.333;;;Exor Nv;NL0012059018;EXO;Euronext Amsterdam;Netherlands;15917681.45;15917681.45;154591.0;3.2;21.2;7.1;EUR;AEX;EXOR NV;EXO
HEINEKEN;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000009165;45, Consumer Staples;4510, Food, Beverage and Tobacco;451010, Beverages;45101010, Brewers;6.24;4.0;9.0;54372050000.0;224.93754;0.24;0.28;;;0.444;7009000.0;;Heineken;NL0000009165;HEIA;Euronext Amsterdam;Netherlands;41709706.28;41709706.28;465982.0;4.7;10.8;9.3;EUR;AEX;HEINEKEN;HEIA
IMCD;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0010801007;55, Basic Materials;5520, Chemicals;552010, Chemicals;55201020, Specialty Chemicals;14.0;2.0;5.0;9329330000.0;38.8624;0.54;0.14;;;0.4;35607.251;;Imcd;NL0010801007;IMCD;Euronext Amsterdam;Netherlands;23081484.45;23081484.45;141116.0;6.9;17.2;12.2;EUR;AEX;IMCD;IMCD
ING GROEP N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0011821202;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;3.0;9.0;53380160000.0;;;0.333;;;0.333;;;Ing Groep N.V.;NL0011821202;INGA;Euronext Amsterdam;Netherlands;209567441.772;209567441.772;13778374.0;0.4;7.8;;EUR;AEX;ING GROEP N.V.;INGA
KPN KON;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000009082;15, Telecommunications;1510, Telecommunications;151020, Telecommunications Service Providers;15102015, Telecommunications Services;37.2;4.0;8.0;14356190000.0;48.42445500000001;0.221;;0.022;;0.5;565556008.0;;Kpn Kon;NL0000009082;TKWY;Euronext Amsterdam;Netherlands;34830780.088;34830780.088;10044911.0;7.0;23.0;12.9;EUR;AEX;KPN KON;TKWY
NN GROUP;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0010773842;30, Financials;3030, Insurance;303010, Life Insurance;30301010, Life Insurance;;3.0;7.0;13042230000.0;0.3959;0.5;0.4;0.28;;0.429;33000.0;;Nn Group;NL0010773842;NN;Euronext Amsterdam;Netherlands;36140975.95;36140975.95;844844.0;0.8;6.1;7.4;EUR;AEX;NN GROUP;NN
KON.PHILIPS N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000009538;20, Health Care;2010, Health Care;201020, Medical Equipment and Services;20102010, Medical Equipment;;;;18415770000.0;;;;;;;;;Philips Kon;NL0000009538;PHIA;Euronext Amsterdam;Netherlands;38704542.494;38704542.494;2077535.0;0.9;;2.1;EUR;AEX;PHILIPS KON;PHIA
PROSUS;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0013654783;10, Technology;1010, Technology;101010, Software and Computer Services;10101020, Consumer Digital Services;;6.0;16.0;79191770000.0;0.2568;0.429;;;;0.375;94795.0;;Prosus;NL0013654783;PRX;Euronext Amsterdam;Netherlands;111995463.375;111995463.375;3854732.0;;26.0;;EUR;AEX;PROSUS;PRX
Randstad N.V.;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000379121;50, Industrials;5020, Industrial Goods and Services;502050, Industrial Support Services;50205025, Business Training and Employment Agencies;18.6;3.0;7.0;9349660000.0;21.701205;0.67;0.23;;0.281;0.429;;;Randstad Nv;NL0000379121;RAND;Euronext Amsterdam;Netherlands;42584794.21;42584794.21;866020.0;5.0;13.0;14.8;EUR;AEX;RANDSTAD NV;RAND
RELX;EUR;Stock;Ordinary Shares;Euronext Amsterdam;GB00B2B0DG97;40, Consumer Discretionary;4030, Media;403010, Media;40301030, Publishing;13.86;4.0;10.0;79541660000.0;1.063125;0.5;0.31;;;0.4;110750.0;0.084;Relx;GB00B2B0DG97;REN;Euronext Amsterdam;United Kingdom;27024971.09;27024971.09;672137.0;10.7;49.7;25.3;EUR;AEX;RELX;REN
SHELL PLC;EUR;Stock;Ordinary Shares;Euronext Amsterdam;GB00BP6MXD84;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101000, Integrated Oil and Gas;;6.0;11.0;233577790000.0;4267.5616;0.33;0.304;0.207;;0.545;199000000.0;0.05;Shell Plc;GB00BP6MXD84;SHEL;Euronext Amsterdam;United Kingdom;194146348.41;194146348.41;6270881.0;5.2;10.3;12.4;EUR;AEX;SHELL PLC;SHEL
UNIVERSAL MUSIC GROUP;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0015000IY2;40, Consumer Discretionary;4030, Media;403010, Media;40301010, Entertainment;;;;52633300000.0;;;;;;;;;Umg;NL0015000IY2;UMG;Euronext Amsterdam;Netherlands;46643851.91;46643851.91;1677151.0;;;;EUR;AEX;UMG;UMG
UNILEVER PLC;EUR;Stock;Ordinary Shares;Euronext Amsterdam;GB00B10RZP78;45, Consumer Staples;4520, Personal Care, Drug and Grocery Stores;452010, Personal Care, Drug and Grocery Stores;45201020, Personal Products;;5.0;13.0;124696730000.0;0.0;0.36;0.23;;;0.385;;;Unilever;GB00B10RZP78;UNA;Euronext Amsterdam;United Kingdom;50160538.405;50160538.405;1078663.0;8.2;33.6;18.5;EUR;AEX;UNILEVER;UNA
WOLTERS KLUWER;EUR;Stock;Ordinary Shares;Euronext Amsterdam;NL0000395903;40, Consumer Discretionary;4030, Media;403010, Media;40301030, Publishing;;;;37666140000.0;;;;;;;;;Wolters Kluwer;NL0000395903;WKL;Euronext Amsterdam;Netherlands;79024988.85;79024988.85;543875.0;8.8;49.6;27.0;EUR;AEX;WOLTERS KLUWER;WKL
AB INBEV;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974293251;45, Consumer Staples;4510, Food, Beverage and Tobacco;451010, Beverages;45101010, Brewers;;5.0;15.0;104149520000.0;142.249;0.22;0.28;;;0.333;15402790.1;;Ab Inbev;BE0974293251;BUD;Euronext Brussels;Belgium;83477074.78;83477074.78;1481372.0;4.2;7.8;7.9;EUR;BEL_20;AB INBEV;BUD
ACKERMANS V.HAAREN;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003764785;30, Financials;3020, Financial Services;302020, Investment Banking and Brokerage Services;30202000, Diversified Financial Services;;4.0;12.0;5709520000.0;0.0321;0.449;0.143;;;0.333;;;Ackermans V.Haaren;BE0003764785;ACKR;Euronext Brussels;Belgium;3150358.1;3150358.1;19515.0;1.8;8.2;5.8;EUR;BEL_20;ACKERMANS V.HAAREN;ACKR
AEDIFICA;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003851681;35, Real Estate;3510, Real Estate;351020, Real Estate Investment Trusts;35102010, Health Care REITs;20.2;5.0;12.0;2940360000.0;9.412255;0.372;0.2;0.19;;0.417;;;Aedifica;BE0003851681;AED;Euronext Brussels;Belgium;4395155.95;4395155.95;77300.0;2.7;0.7;4.4;EUR;BEL_20;AEDIFICA;AED
AGEAS;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974264930;30, Financials;3030, Insurance;303010, Life Insurance;30301010, Life Insurance;;;;8672350000.0;;;;;;;;;Ageas;BE0974264930;AGS;Euronext Brussels;Belgium;13835116.04;13835116.04;322424.0;2.4;12.5;24.5;EUR;BEL_20;AGEAS;AGS
ARGENX SE;EUR;Stock;Ordinary Shares;Euronext Brussels;NL0010832176;20, Health Care;2010, Health Care;201030, Pharmaceuticals and Biotechnology;20103010, Biotechnology;;3.0;9.0;21747750000.0;;0.63;0.39;;;0.333;;0.043;Argenx Se;NL0010832176;ARGX;Euronext Brussels;Netherlands;23499302.2;23499302.2;64086.0;;8.5;;EUR;BEL_20;ARGENX SE;ARGX
COFINIMMO;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003593044;35, Real Estate;3510, Real Estate;351020, Real Estate Investment Trusts;35102010, Health Care REITs;40.5;4.0;13.0;2449230000.0;9.63;0.53;0.4;;;0.308;260619.0;;Cofinimmo;BE0003593044;COFB;Euronext Brussels;Belgium;6296631.6;6296631.6;104283.0;2.6;;4.3;EUR;BEL_20;COFINIMMO;COFB
D'IETEREN GROUP;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974259880;40, Consumer Discretionary;4010, Automobiles and Parts;401010, Automobiles and Parts;40101010, Auto Services;33.9;3.0;10.0;11816010000.0;8.504788000000001;0.5;0.23;;;0.3;453.3;;D'Ieteren Group;BE0974259880;DIE;Euronext Brussels;Belgium;7432817.0;7432817.0;36074.0;3.5;15.3;7.0;EUR;BEL_20;D'IETEREN GROUP;DIE
ELIA GROUP;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003822393;65, Utilities;6510, Utilities;651010, Electricity;65101015, Conventional Electricity;18.46;4.0;14.0;7300610000.0;186.233607;0.229;0.229;;;0.286;;;Elia Group;BE0003822393;ELI;Euronext Brussels;Belgium;5229124.7;5229124.7;52228.0;2.3;7.1;4.7;EUR;BEL_20;ELIA GROUP;ELI
GALAPAGOS;EUR;Stock;Ordinary Shares;Euronext Amsterdam;BE0003818359;20, Health Care;2010, Health Care;201030, Pharmaceuticals and Biotechnology;20103010, Biotechnology;;3.0;9.0;1902460000.0;17.7513;0.56;0.43;;;0.333;18687.0;0.12;Galapagos;BE0003818359;GLPG;Euronext Amsterdam;Belgium;5547717.88;5547717.88;186732.0;;;;EUR;BEL_20;GALAPAGOS;GLPG
GBL;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003797140;30, Financials;3020, Financial Services;302020, Investment Banking and Brokerage Services;30202000, Diversified Financial Services;9.5;5.0;13.0;10964290000.0;140334.656094;0.71;0.25;;;0.385;;;Gbl;BE0003797140;GBLB;Euronext Brussels;Belgium;6641866.78;6641866.78;94769.0;;;;EUR;BEL_20;GBL;GBLB
KBC;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003565737;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;6.0;16.0;31255770000.0;;0.57;0.14;;;0.375;;;Kbc;BE0003565737;KBC;Euronext Brussels;Belgium;36868732.04;36868732.04;530979.0;1.0;15.1;;EUR;BEL_20;KBC;KBC
LOTUS BAKERIES;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003604155;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102020, Food Products;15.0;3.0;10.0;7866640000.0;;0.51;0.44;;;0.3;184477.0;;Lotus Bakeries;BE0003604155;LOTB;Euronext Brussels;Belgium;8228330.0;8228330.0;922.0;9.2;21.1;17.0;EUR;BEL_20;LOTUS BAKERIES;LOTB
MELEXIS;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0165385973;10, Technology;1010, Technology;101020, Technology Hardware and Equipment;10102010, Semiconductors;;;;3075180000.0;;;;;;;;;Melexis;BE0165385973;MELE;Euronext Brussels;Belgium;2081517.2;2081517.2;27687.0;22.6;40.5;35.6;EUR;BEL_20;MELEXIS;MELE
SOFINA;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003717312;30, Financials;3020, Financial Services;302020, Investment Banking and Brokerage Services;30202010, Asset Managers and Custodians;;;;7761780000.0;;;;;;;;;Sofina;BE0003717312;SOFI;Euronext Brussels;Belgium;5461537.4;5461537.4;26378.0;;;;EUR;BEL_20;SOFINA;SOFI
SOLVAY;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003470755;55, Basic Materials;5520, Chemicals;552010, Chemicals;55201000, Chemicals: Diversified;12.1;7.0;15.0;581604920.0;2835.035727;0.24;0.265;0.04;;0.467;35277806.0;;Solvay;BE0003470755;SOLB;Euronext Brussels;Belgium;7360660.18;7360660.18;292668.0;3.7;;22.7;EUR;BEL_20;SOLVAY;SOLB
SYENSQO;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974464977;55, Basic Materials;5510, Basic Resources;551010, Industrial Materials;55101000, Diversified Materials;;;;5797260000.0;;;;;;;;;Syensqo;BE0974464977;SYENS;Euronext Brussels;Belgium;17858595.85;17858595.85;203915.0;5.1;3.1;10.4;EUR;BEL_20;SYENSQO;SYENS
UCB;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0003739530;20, Health Care;2010, Health Care;201030, Pharmaceuticals and Biotechnology;20103015, Pharmaceuticals;36.0;5.0;13.0;24974870000.0;5.912071;0.511;0.38;;;0.385;259055.763;0.054;Ucb;BE0003739530;UCB;Euronext Brussels;Belgium;29464937.4;29464937.4;257855.0;1.2;14.8;;EUR;BEL_20;UCB;UCB
UMICORE;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974320526;55, Basic Materials;5520, Chemicals;552010, Chemicals;55201020, Specialty Chemicals;46.6;4.0;10.0;5568280000.0;879.528016;0.234;0.137;;;0.4;2027779.4;0.065;Umicore;BE0974320526;UMI;Euronext Brussels;Belgium;9184805.78;9184805.78;459812.0;3.7;10.4;0.2;EUR;BEL_20;UMICORE;UMI
WAREHOUSES DE PAUW;EUR;Stock;Ordinary Shares;Euronext Brussels;BE0974349814;35, Real Estate;3510, Real Estate;351020, Real Estate Investment Trusts;35102020, Industrial REITs;23.55;2.0;6.0;5864670000.0;32.335507;0.43;0.0;0.014;;0.333;368487596.0;0.02;Wdp;BE0974349814;WDP;Euronext Brussels;Belgium;6229126.0;6229126.0;235634.0;2.7;0.6;4.4;EUR;BEL_20;WDP;WDP
ALTRI SGPS;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTALT0AE0002;55, Basic Materials;5510, Basic Resources;551010, Industrial Materials;55101015, Paper;29.0;4.0;12.0;1081770000.0;281.28224200000005;0.18;0.24;;;0.333;4707447.377;;Altri;PTALT0AE0002;ALTR;Euronext Lisbon;Portugal;2550086.065;2550086.065;489919.0;2.9;8.2;5.8;EUR;PSI_20;ALTRI;ALTR
B.C.P.-BCO COMERCIAL PORTUGUES;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTBCP0AM0015;30, Financials;3010, Banks;301010, Banks;30101010, Banks;45.0;4.0;17.0;5068590000.0;;0.55;0.25;;0.014;0.235;86666.736;;B.Com.Portugues;PTBCP0AM0015;BCP;Euronext Lisbon;Portugal;28721189.2075;28721189.2075;92462582.0;1.0;14.4;;EUR;PSI_20;B.COM.PORTUGUES;BCP
Corticeira Amorim-SGPS;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTCOR0AE0006;50, Industrials;5020, Industrial Goods and Services;502030, General Industrials;50203030, Containers and Packaging;18.0;4.0;10.0;1379230000.0;179.590405;0.26;0.26;0.001;;0.4;504409.015;;Corticeira Amori;PTCOR0AE0006;COR;Euronext Lisbon;Portugal;353112.47;353112.47;35748.0;;13.1;12.0;EUR;PSI_20;CORTICEIRA AMORI;COR
CTT-CORREIOS DE PORTUGAL, SA;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTCTT0AM0001;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206040, Delivery Services;12.5;4.0;11.0;697570450.0;20.6938;0.39;0.399;0.01;0.023;0.364;100952025.206;;Ctt Correios Port;PTCTT0AM0001;CTT;Euronext Lisbon;Portugal;871324.55;871324.55;210149.0;1.1;25.3;8.6;EUR;PSI_20;CTT CORREIOS PORT;CTT
