Name;Currency;Type;Sub Type;Market;Isin Code;Industry;Supersector;Sector;Subsector;Average Training Hours Per Employee;Number Of Female Board Members;Number Of Board Members;Market Cap In Usd;Carbon Footprint (Total Ghg Emissions / Enterprise Value)_In_Usd;Share Of Women In Total Workforce In %;Share Of Women In Management Bodies In %;Gender Pay Gap In %;Rate Of Employees With Disabilities In %;Board Gender Diversity (Female Board Members / Total Board Members) In %;Total Energy Consumption In Mwh;Rate Of Resignation In %;Component;Isin;Ticker;Trading Location;Issuer Country;Turnover;Turnover In Eur;Volume;Roa;Roe;Roic;Ccy;Index;Component;Ticker
EDP;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTEDP0AM0009;65, Utilities;6510, Utilities;651010, Electricity;65101010, Alternative Electricity;28.9;6.0;16.0;16304660000.0;301.6116;0.29;0.4;;0.0;0.375;20793905.524;0.058;Edp Energias De Portugal Sa;PTEDP0AM0009;EDP;Euronext Lisbon;Portugal;27912655.959;27912655.959;7733386.0;2.2;8.7;4.9;EUR;PSI_20;EDP ENERGIAS DE PORTUGAL SA;EDP
EDP RENOVAVEIS;EUR;Stock;Ordinary Shares;Euronext Lisbon;ES0127797019;65, Utilities;6510, Utilities;651010, Electricity;65101010, Alternative Electricity;29.0;5.0;12.0;14210670000.0;91.9023;0.34;0.0;;0.014;0.417;111243.422;0.142;Edp Renováveis, S.A.;ES0127797019;EDPR;Euronext Lisbon;Spain;15709321.69;15709321.69;1249744.0;0.7;4.0;1.4;EUR;PSI_20;EDP REN;EDPR
GALP ENERGIA-NOM;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTGAL0AM0009;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101000, Integrated Oil and Gas;;5.0;18.0;12309280000.0;;0.45;0.25;0.19;;0.278;;;Galp Energia-Nom;PTGAL0AM0009;GALP;Euronext Lisbon;Portugal;16908786.085;16908786.085;1105692.0;10.8;27.8;23.3;EUR;PSI_20;GALP ENERGIA-NOM;GALP
GREENVOLT ENERGIAS RENOVAVEIS S.A.;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTGNV0AM0001;65, Utilities;6510, Utilities;651010, Electricity;65101010, Alternative Electricity;;4.0;11.0;1236920000.0;33.420915;0.4;;;;0.364;2677468.531;;Greenvolt;PTGNV0AM0001;GVOLT;Euronext Lisbon;Portugal;2188055.085;2188055.085;268075.0;0.5;1.2;0.7;EUR;PSI_20;GREENVOLT;GVOLT
Ibersol-SGPS;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTIBS0AM0008;40, Consumer Discretionary;4050, Travel and Leisure;405010, Travel and Leisure;40501040, Restaurants and Bars;;2.0;5.0;317273190.0;31.717475;0.53;;;;0.4;;;Ibersol,Sgps;PTIBS0AM0008;IBSL;Euronext Lisbon;Portugal;71778.74;71778.74;10674.0;3.1;6.3;5.6;EUR;PSI_20;IBERSOL;IBSL
J.MARTINS,SGPS;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTJMT0AE0001;45, Consumer Staples;4520, Personal Care, Drug and Grocery Stores;452010, Personal Care, Drug and Grocery Stores;45201010, Food Retailers and Wholesalers;55.88;4.0;11.0;12059970000.0;1766.3470120000002;0.76;0.669;0.022;0.018;0.364;2080793.331;;J.Martins,Sgps;PTJMT0AE0001;JMT;Euronext Lisbon;Portugal;30041997.66;30041997.66;1632293.0;6.0;27.3;17.1;EUR;PSI_20;J.MARTINS;JMT
MOTA ENGIL;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTMEN0AE0005;50, Industrials;5010, Construction and Materials;501010, Construction and Materials;50101010, Construction;11.1;7.0;15.0;1405980000.0;1403.5832;0.14;0.01;;;0.467;1887065.399;;Mota Engil;PTMEN0AE0005;EGL;Euronext Lisbon;Portugal;4903679.625;4903679.625;1009622.0;;;;EUR;PSI_20;MOTA ENGIL;EGL
NOS, SGPS, SA;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTZON0AM0006;15, Telecommunications;1510, Telecommunications;151020, Telecommunications Service Providers;15102015, Telecommunications Services;19.16;5.0;15.0;2000900000.0;0.1391;0.409;0.143;;0.01;0.333;212772.0;;Nos, Sgps;PTZON0AM0006;NOS;Euronext Lisbon;Portugal;2373187.562;2373187.562;655778.0;4.2;17.7;8.4;EUR;PSI_20;NOS;NOS
REN;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTREL0AM0008;65, Utilities;6510, Utilities;651010, Electricity;65101015, Conventional Electricity;52.0;5.0;14.0;1570760000.0;66.331761;0.253;0.29;0.017;;0.357;994269.962;;Ren Redes Energeticas Nacionais Sgps S A;PTREL0AM0008;RENE;Euronext Lisbon;Portugal;2014785.58;2014785.58;915688.0;;6.3;3.1;EUR;PSI_20;REN REDES ENERGETICAS NACIONAIS SGPS S A;RENE
SEMAPA;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTSEM0AM0004;55, Basic Materials;5510, Basic Resources;551010, Industrial Materials;55101015, Paper;29.0;3.0;8.0;1318240000.0;;0.159;0.176;;;0.375;16167851.545;;Semapa Sociedade De Investimento E Gestao Sgps Sa;PTSEM0AM0004;SEM;Euronext Lisbon;Portugal;477653.22;477653.22;32148.0;;20.1;14.0;EUR;PSI_20;SEMAPA SOCIEDADE DE INVESTIMENTO E GESTAO SGPS SA;SEM
SONAE;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTSON0AM0001;45, Consumer Staples;4520, Personal Care, Drug and Grocery Stores;452010, Personal Care, Drug and Grocery Stores;45201010, Food Retailers and Wholesalers;21.53;3.0;10.0;1932420000.0;1172.878253;0.66;;0.011;0.007;0.3;806124.812;0.25;Sonae Sgps Sa;PTSON0AM0001;SON;Euronext Lisbon;Portugal;2138812.327;2138812.327;2429620.0;2.5;12.5;5.6;EUR;PSI_20;SONAE SGPS SA;SON
THE NAVIGATOR COMP;EUR;Stock;Ordinary Shares;Euronext Lisbon;PTPTI0AM0006;55, Basic Materials;5510, Basic Resources;551010, Industrial Materials;55101015, Paper;41.0;3.0;13.0;3005630000.0;831.3153140000001;0.171;;;;0.231;11434862.203;;The Navigator Comp;PTPTI0AM0006;NVG;Euronext Lisbon;Portugal;1264309.58;1264309.58;312100.0;8.2;21.4;17.4;EUR;PSI_20;THE NAVIGATOR COMP;NVG
AIB GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BF0L3536;30, Financials;3010, Banks;301010, Banks;30101010, Banks;30.8;6.0;15.0;14150750000.0;;;0.37;0.189;;0.4;;;Aib Group;IE00BF0L3536;A5G;Euronext Dublin;Ireland;21487391.6792;21487391.6792;4573769.0;1.5;15.1;;EUR;ISEQ;AIB GROUP;A5G
BANK OF IRELAND GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BD1RP616;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;4.0;11.0;11243560000.0;;;0.46;;;0.364;;;Bank Of Ireland;IE00BD1RP616;DD7E;Euronext Dublin;Ireland;31868668.9018;31868668.9018;3397599.0;1.0;13.3;;EUR;ISEQ;BANK OF IRELAND;DD7E
CAIRN HOMES PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BWY4ZF18;40, Consumer Discretionary;4020, Consumer Products and Services;402020, Household Goods and Home Construction;40202010, Home Construction;;3.0;9.0;1126710000.0;;0.25;0.2;0.195;;0.333;;;Cairn Homes;IE00BWY4ZF18;C5H;Euronext Dublin;Ireland;1141385.882;1141385.882;713961.0;6.9;11.3;12.1;EUR;ISEQ;CAIRN HOMES;C5H
CORRE ENERGY B.V.;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;NL0015000DY3;60, Energy;6010, Energy;601020, Alternative Energy;60102020, Renewable Energy Equipment;;0.0;4.0;65889530.00000001;;;;;;0.0;;;Corre Energy B.V.;NL0015000DY3;CORR;Euronext Growth Dublin;Netherlands;0.0;0.0;0.11;;440.7;;;ISEQ;CORRE ENERGY B.V.;CORR
CRH PLC;EUR;Stock;Preferred Shares;Euronext Growth Dublin;IE0001827264;50, Industrials;5010, Construction and Materials;501010, Construction and Materials;50101030, Cement;;;;53500.0;;;;;;;;;Crh Plc 5Pccumpref;IE0001827264;CRH;Euronext Growth Dublin;Ireland;34949000.0;34949000.0;2770000.0;6.0;13.8;12.0;;ISEQ;CRH PLC 5PCCUMPREF;CRH
DALATA HOTEL GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BJMZDW83;40, Consumer Discretionary;4050, Travel and Leisure;405010, Travel and Leisure;40501025, Hotels and Motels;10.0;5.0;8.0;1004233520.0;67.585801;;0.45;0.07;;0.625;138650.944;;Dalata Hotel;IE00BJMZDW83;DHG;Euronext Dublin;Ireland;3251911.785;3251911.785;779288.0;4.1;6.9;6.5;EUR;ISEQ;DALATA HOTEL;DHG
DATALEX PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE0000527006;10, Technology;1010, Technology;101010, Software and Computer Services;10101015, Software;;0.0;7.0;68147230.0;;0.271;0.417;;;0.0;;;Datalex;IE0000527006;DLE;Euronext Growth Dublin;Ireland;26037.0;26037.0;0.09;;173.3;560.36;;ISEQ;DATALEX;DLE
DONEGAL INVESTMENT GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE000TIRQBE1;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102010, Farming, Fishing, Ranching and Plantations;;0.0;5.0;26824900.0;;;;;;0.0;;;Donegal Investment;IE000TIRQBE1;DGICA;Euronext Growth Dublin;Ireland;29719.0;29719.0;0.01;0.2;0.9;1.1;;ISEQ;DONEGAL INVESTMENT;DGICA
FBD HOLDINGS PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE0003290289;30, Financials;3030, Insurance;303020, Non-life Insurance;30302010, Full Line Insurance;;3.0;11.0;581604920.0;82.1546;0.61;0.3;0.28;;0.273;;;Fbd Holdings;IE0003290289;EG7;Euronext Dublin;Ireland;107424.05;107424.05;8218.0;5.6;14.8;23.0;EUR;ISEQ;FBD HOLDINGS;EG7
FD TECHNOLOGIES PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;GB0031477770;10, Technology;1010, Technology;101010, Software and Computer Services;10101010, Computer Services;;2.0;7.0;447969410.0;;0.3;;;;0.286;;;Fd Technologies;GB0031477770;GYQ;Euronext Growth Dublin;United Kingdom;291102.0;291102.0;0.19;1.3;5.6;3.0;;ISEQ;FD TECHNOLOGIES;GYQ
GLANBIA PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE0000669501;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102020, Food Products;;5.0;14.0;5018300000.0;;0.27;0.38;0.01;;0.357;;;Glanbia Public Limited Company;IE0000669501;GL9;Euronext Dublin;Ireland;5987491.495;5987491.495;327941.0;5.5;16.0;11.4;EUR;ISEQ;GLANBIA PUBLIC LIMITED COMPANY;GL9
GLENVEAGH PROPERTIES PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BD6JX574;40, Consumer Discretionary;4020, Consumer Products and Services;402020, Household Goods and Home Construction;40202010, Home Construction;19.0;2.0;7.0;790630490.0;0.3852;0.3;;;;0.286;;;Glenveagh Prop.Plc;IE00BD6JX574;GLV;Euronext Dublin;Ireland;376156.434;376156.434;300550.0;4.8;6.9;8.9;EUR;ISEQ;GLENVEAGH PROP.PLC;GLV
GREAT WESTERN MINING CORPORATION PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00B1FR8863;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102000, General Mining;;1.0;6.0;3796360.0;;;;;;0.167;;;Great Western Min.;IE00B1FR8863;GWO;Euronext Growth Dublin;Ireland;368890.0;368890.0;;6.0;9.7;;;ISEQ;GREAT WESTERN MIN.;GWO
GREENCOAT RENEWABLES PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00BF2NR112;65, Utilities;6510, Utilities;651010, Electricity;65101010, Alternative Electricity;;;;1044062130.0;;;;;;;;;Greencoat Ren.;IE00BF2NR112;UKW;Euronext Growth Dublin;Ireland;1115327.127;1115327.127;1292871.0;2.3;3.3;3.5;EUR;ISEQ;GREENCOAT REN.;UKW
IRISH CONTINENTAL GROUP PLC;EUR;Stock;Units;Euronext Dublin;IE00BLP58571;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;;2.0;6.0;881840500.0;;0.39;;;;0.333;1870890.386;;Dci Enhanced Glob Ig Corp Credit A Usd Ret Dis;IE00BLP58571;DCI;Euronext Dublin;Ireland;3624727.86;3624727.86;747394.0;7.6;22.7;14.6;EUR;ISEQ;DCI ENHANCED GLOB IG CORP CREDIT A USD RET DIS;DCI
IRISH RESIDENTIAL PROPERTIES REIT PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BJ34P519;35, Real Estate;3510, Real Estate;351020, Real Estate Investment Trusts;35102040, Residential REITs;41.0;3.0;9.0;565516400.0;;0.49;;;;0.333;;;Irish Res. Prop.;IE00BJ34P519;IRES;Euronext Dublin;Ireland;1660168.326;1660168.326;1613121.0;2.5;;4.4;EUR;ISEQ;IRISH RES. PROP.;IRES
KENMARE RESOURCES PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BDC5DG00;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102000, General Mining;44.5;3.0;9.0;383805790.0;366.86;0.16;0.18;;;0.333;435903.0;;Kenmare Rsrcs;IE00BDC5DG00;KMR;Euronext Dublin;Ireland;10005.18;10005.18;2655.0;7.7;11.7;12.8;EUR;ISEQ;KENMARE RSRCS;KMR
KERRY GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE0004906560;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102020, Food Products;7.0;6.0;14.0;14694310000.0;;0.326;0.24;;;0.429;3235078.0;;Kerry Group Public Limited Company;IE0004906560;KRZ;Euronext Dublin;Ireland;32720274.9115;32720274.9115;411029.0;4.5;11.4;9.1;EUR;ISEQ;KERRY GROUP PUBLIC LIMITED COMPANY;KRZ
KINGSPAN GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE0004927939;50, Industrials;5010, Construction and Materials;501010, Construction and Materials;50101035, Building Materials: Other;;4.0;11.0;15872380000.0;708.397887;0.21;0.31;;;0.364;836500.0;;Kingspan Group Public Limited Company;IE0004927939;KRX;Euronext Dublin;Ireland;25169002.55;25169002.55;297560.0;6.7;17.8;13.7;EUR;ISEQ;KINGSPAN GROUP PUBLIC LIMITED COMPANY;KRX
MALIN CORPORATION PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00BVGC3741;20, Health Care;2010, Health Care;201030, Pharmaceuticals and Biotechnology;20103015, Pharmaceuticals;;2.0;6.0;112683840.0;;;;;;0.333;;;Malin;IE00BVGC3741;MLC;Euronext Growth Dublin;Ireland;1629.8;1629.8;281.0;;;;EUR;ISEQ;MALIN;MLC
MINCON GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00BD64C665;50, Industrials;5020, Industrial Goods and Services;502040, Industrial Engineering;50204000, Machinery: Industrial;;2.0;8.0;111398770.0;;;;;;0.25;;;Mincon Group;IE00BD64C665;MIO;Euronext Growth Dublin;Ireland;23400.0;23400.0;0.02;3.5;4.8;6.3;;ISEQ;MINCON GROUP;MIO
ORIGIN ENTERPRISES PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00B1WV4493;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102010, Farming, Fishing, Ranching and Plantations;;3.0;9.0;374074140.0;60767.00686400001;0.27;0.25;;;0.333;12314.0;;Origin Ent. Plc;IE00B1WV4493;OIZ;Euronext Growth Dublin;Ireland;632910.88;632910.88;209084.0;3.2;11.6;8.7;EUR;ISEQ;ORIGIN ENT. PLC;OIZ
OVOCA BIO PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00B4XVDC01;20, Health Care;2010, Health Care;201030, Pharmaceuticals and Biotechnology;20103010, Biotechnology;;2.0;4.0;567905.7100000001;;;;;;0.5;;;Ovoca Bio;IE00B4XVDC01;OVXA;Euronext Growth Dublin;Ireland;;;;4.9;;;;ISEQ;OVOCA BIO;OVXA
PERMANENT TSB GROUP HOLDINGS PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BWB8X525;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;;;922373170.0;;;;;;;;;Perm. Tsb Gp. Hold;IE00BWB8X525;PTSB;Euronext Dublin;Ireland;548804.68;548804.68;396376.0;7.1;11.8;9.8;EUR;ISEQ;PERM. TSB GP. HOLD;PTSB
RYANAIR HOLDINGS PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00BYTBXV33;40, Consumer Discretionary;4050, Travel and Leisure;405010, Travel and Leisure;40501010, Airlines;;5.0;13.0;25067960000.0;882.5472350000001;0.42;;;;0.385;;;Ryanair Hold. Plc;IE00BYTBXV33;NMS;Euronext Dublin;Ireland;36016980.86;36016980.86;1715627.0;8.7;28.8;19.7;EUR;ISEQ;RYANAIR HOLD. PLC;NMS
SMURFIT KAPPA GROUP PLC;EUR;Stock;Ordinary Shares;Euronext Dublin;IE00B1RR8406;50, Industrials;5020, Industrial Goods and Services;502030, General Industrials;50203030, Containers and Packaging;;;;11398710000.0;;;;;;;;;Smurfit Kappa Gp;IE00B1RR8406;Sk3;Euronext Dublin;Ireland;34031383.7005;34031383.7005;806440.0;6.9;14.3;14.6;EUR;ISEQ;SMURFIT KAPPA GP;Sk3
UNIPHAR PLC;EUR;Stock;Ordinary Shares;Euronext Growth Dublin;IE00BJ5FQX74;45, Consumer Staples;4520, Personal Care, Drug and Grocery Stores;452010, Personal Care, Drug and Grocery Stores;45201015, Drug Retailers;;;;756607700.0;;;;;;;;;Uniphar;IE00BJ5FQX74;UPR;Euronext Growth Dublin;Ireland;105810.205;105810.205;46026.0;4.0;14.5;10.9;EUR;ISEQ;UNIPHAR;UPR
AKER BP;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010345853;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101010, Oil: Crude Producers;23.3;4.0;12.0;16368534000.0;2572.4275;;;;;0.333;5084936.846;;Aker Bp;NO0010345853;AKRBP;Oslo Børs;Norway;187836794.5;16084259.0;695923.0;15.8;10.8;32.9;NOK;OBX;AKER BP;AKRBP
BW LPG;NOK;Stock;Ordinary Shares;Oslo Børs;BMG173841013;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;10.6;3.0;5.0;1821820000.0;;0.4;0.17;;;0.6;4592559.23;0.12;Bw Lpg;BMG173841013;BW9;Oslo Børs;Bermuda;36623204.0;3136004.9;299985.0;11.9;31.0;22.4;NOK;OBX;BW LPG;BW9
DNB BANK ASA;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010161896;30, Financials;3010, Banks;301010, Banks;30101010, Banks;;5.0;10.0;29661814000.0;;0.462;0.417;;;0.5;;;Dnb Bnk;NO0010161896;DNB;Oslo Børs;Norway;198381423.5;16987184.0;922768.0;1.2;15.3;;NOK;OBX;DNB BNK;DNB
EQUINOR;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010096985;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101000, Integrated Oil and Gas;;4.0;10.0;82094103000.0;2061.02;0.32;0.36;;;0.4;;;Equinor Asa;NO0010096985;EQNR;Oslo Børs;Norway;353534153.0;30272743.0;1235994.0;14.9;23.2;38.5;NOK;OBX;EQUINOR ASA;EQNR
FRONTLINE PLC;NOK;Stock;Ordinary Shares;Oslo Børs;CY0200352116;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;;0.0;6.0;5242965000.0;;0.263;;;;0.0;;;Frontline Plc;CY0200352116;FRO;Oslo Børs;Cyprus;191359510.85;16385905.0;779777.0;8.5;28.0;12.6;NOK;OBX;FRONTLINE PLC;FRO
GOLDEN OCEAN GROUP;NOK;Stock;Ordinary Shares;Oslo Børs;BMG396372051;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;;0.0;5.0;2636998000.0;622.17;0.342;;;;0.0;5967680.885;;Golden Ocean Grp;BMG396372051;GOGL;Oslo Børs;Bermuda;41195012.6;3527483.8;303236.0;3.5;5.8;5.6;NOK;OBX;GOLDEN OCEAN GRP;GOGL
HAFNIA LIMITED;NOK;Stock;Ordinary Shares;Oslo Børs;BMG4233B1090;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;16.3;1.0;6.0;3754114000.0;;0.054;0.17;;;0.167;;;Hafnia Ltd;BMG4233B1090;HAFNI;Oslo Børs;Bermuda;45432748.05;3890356.5;607572.0;12.7;37.4;22.6;NOK;OBX;HAFNIA LTD;HAFNI
HOEGH AUTOLINERS ASA;NOK;Stock;Ordinary Shares;Oslo Børs;NO0011082075;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;;3.0;7.0;1696968000.0;776.2357;0.46;0.29;;;0.429;;0.079;Höegh Autoliners;NO0011082075;HAUTO;Oslo Børs;Norway;41380512.5;3543368.0;448212.0;19.3;47.6;30.1;NOK;OBX;HÖEGH AUTOLINERS;HAUTO
KONGSBERG GRUPPEN;NOK;Stock;Ordinary Shares;Oslo Børs;NO0003043309;50, Industrials;5020, Industrial Goods and Services;502030, General Industrials;50203000, Diversified Industrials;;4.0;8.0;11926642000.0;18.82426;0.216;0.21;0.08;;0.5;174434.0;0.053;Kongsberg Gruppe;NO0003043309;KOG;Oslo Børs;Norway;65696298.5;5625502.1;87748.0;6.0;24.6;20.4;NOK;OBX;KONGSBERG GRUPPE;KOG
MOWI;NOK;Stock;Ordinary Shares;Oslo Børs;NO0003054108;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102010, Farming, Fishing, Ranching and Plantations;13.9;4.0;9.0;8660834000.0;225.6737;0.4;0.25;;0.016;0.444;910834.062;;Mowi;NO0003054108;MOWI;Oslo Børs;Norway;101858992.3;8722074.0;512911.0;7.8;11.8;13.7;NOK;OBX;MOWI;MOWI
MPC CONTAINER SHIPS;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010791353;50, Industrials;5020, Industrial Goods and Services;502060, Industrial Transportation;50206030, Marine Transportation;;2.0;5.0;526071000.0;2637.81;0.364;;;;0.4;5931381.967;;Mpc Container Ship;NO0010791353;MPC;Oslo Børs;Norway;59773975.025;5118380.1;4762679.0;25.8;44.1;44.8;NOK;OBX;MPC CONTAINER SHIP;MPC
NEL;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010081235;60, Energy;6010, Energy;601020, Alternative Energy;60102020, Renewable Energy Equipment;7.2;3.0;7.0;719082000.0;0.1440893999999999;0.205;0.111;0.15;;0.429;16729.0;;Nel;NO0010081235;NEL;Oslo Børs;Norway;16455267.78;1409046.6;3420054.0;;;;NOK;OBX;NEL;NEL
NORDIC SEMICONDUCTOR;NOK;Stock;Ordinary Shares;Oslo Børs;NO0003055501;10, Technology;1010, Technology;101020, Technology Hardware and Equipment;10102010, Semiconductors;;4.0;10.0;1594684000.0;28.36;0.171;0.2;;;0.4;5177.0;;Nordic Semiconduc;NO0003055501;NOD;Oslo Børs;Norway;16770183.78;1436012.5;197585.0;0.4;1.3;0.6;NOK;OBX;NORDIC SEMICONDUC;NOD
NORSK HYDRO;NOK;Stock;Ordinary Shares;Oslo Børs;NO0005052605;55, Basic Materials;5510, Basic Resources;551020, Industrial Metals and Mining;55102035, Aluminum;;4.0;11.0;13214292000.0;10.66156;;;;;0.364;45700000.0;;Norsk Hydro;NO0005052605;NHY;Oslo Børs;Norway;207359035.02;17755927.0;3487690.0;12.0;2.6;26.2;NOK;OBX;NORSK HYDRO;NHY
NORWEGIAN AIR SHUTTLE;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010196140;40, Consumer Discretionary;4050, Travel and Leisure;405010, Travel and Leisure;40501010, Airlines;;3.0;8.0;1453816000.0;0.01092;0.43;0.22;;;0.375;;;Norwegian Air Shut;NO0010196140;NWC;Oslo Børs;Norway;33521942.36;2870447.2;2045307.0;5.2;34.8;11.3;NOK;OBX;NORWEGIAN AIR SHUT;NWC
ORKLA;NOK;Stock;Ordinary Shares;Oslo Børs;NO0003733800;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102020, Food Products;12.4;5.0;11.0;7199283000.0;2.96387;0.465;0.402;;;0.455;1005000.0;;Orkla;NO0003733800;ORK;Oslo Børs;Norway;59564342.1;5100429.4;777948.0;5.1;12.1;9.7;NOK;OBX;ORKLA;ORK
PGS;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010199151;60, Energy;6010, Energy;601010, Oil, Gas and Coal;60101030, Oil Equipment and Services;13.7;5.0;10.0;769041000.0;0.0;0.3;;;;0.5;1061000.0;;Pgs Asa;NO0010199151;PGS;Oslo Børs;Norway;21639981.876;1853008.0;2782824.0;5.4;;11.9;NOK;OBX;PGS ASA;PGS
SALMAR;NOK;Stock;Ordinary Shares;Oslo Børs;NO0010310956;45, Consumer Staples;4510, Food, Beverage and Tobacco;451020, Food Producers;45102010, Farming, Fishing, Ranching and Plantations;;3.0;7.0;7840105000.0;1.3039117;0.28;0.14;;;0.429;293889.124;;Salmar;NO0010310956;SALM;Oslo Børs;Norway;52003986.8;4453044.5;72733.0;10.2;11.6;20.8;NOK;OBX;SALMAR;SALM
STOREBRAND;NOK;Stock;Ordinary Shares;Oslo Børs;NO0003053605;30, Financials;3030, Insurance;303010, Life Insurance;30301010, Life Insurance;6.0;5.0;10.0;4024202000.0;0.0006734;0.46;0.56;0.16;;0.5;;;Storebrand Asa;NO0003053605;STB;Oslo Børs;Norway;32743420.71;2803783.3;327563.0;3.4;11.4;53.6;NOK;OBX;STOREBRAND ASA;STB
